Station Name,Date of Sample,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Detection Limit.1,Detection Limit Unit.1,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
WW025,05/15/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,1.79,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/15/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/15/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/15/2021,10:00:00,Grab,Water,4.0,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,1.0,Chloride - 00940,194.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,4.0,Chloride - 00940,137.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.115,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,4.0,"Nitrate + Nitrite, Dissolved - 00631",0.113,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.132,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,4.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.189,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.997,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,4.0,"Nitrogen, Total (unfiltered) - 00600",1.25,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,4.0,"Phosphorus, Dissolved - 00666",12.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,1.0,"Phosphorus, Total - 00665",44.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/18/2021,#NUM!,Grab,Water,4.0,"Phosphorus, Total - 00665",96.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/22/2021,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",18.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,"Laura Maxwell, Tim Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/22/2021,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.7,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Laura Maxwell, Tim Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/22/2021,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,9.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Laura Maxwell, Tim Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/22/2021,10:30:00,Composite,Water,,Secchi Depth - 00069,1.32,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Laura Maxwell, Tim Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/22/2021,10:30:00,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Laura Maxwell, Tim Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/22/2021,10:30:00,Grab,Water,1.0,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Laura Maxwell, Tim Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/30/2021,12:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.51,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/30/2021,12:30:00,Composite,Water,,Secchi Depth - 00069,1.77,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/30/2021,12:30:00,Grab,Water,0.1,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,05/30/2021,12:30:00,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/05/2021,10:15:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",19.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/05/2021,10:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.65,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/05/2021,10:15:00,Grab,Water,1.0,Dissolved Oxygen - 00300,9.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/05/2021,10:15:00,Composite,Water,,Secchi Depth - 00069,1.51,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/05/2021,10:15:00,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/05/2021,10:15:00,Grab,Water,1.0,Temperature - 00011,20.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/12/2021,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.56,m,,0.1,m,0.1,m,,,,,,,algae forming on the surface along the western side of the pond,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/12/2021,10:30:00,Composite,Water,,Secchi Depth - 00069,1.94,m,,0.1,m,0.1,m,,,,,,,algae forming on the surface along the western side of the pond,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/12/2021,10:30:00,Grab,Water,0.1,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,algae forming on the surface along the western side of the pond,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/12/2021,10:30:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,algae forming on the surface along the western side of the pond,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/12/2021,10:30:00,Grab,Water,4.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,algae forming on the surface along the western side of the pond,Mashapaug Pond,Laura Maxwell,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/19/2021,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,"Laura Maxwell, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/19/2021,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.51,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Laura Maxwell, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/19/2021,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Laura Maxwell, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/19/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,1.65,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Laura Maxwell, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/19/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Laura Maxwell, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/19/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Laura Maxwell, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/25/2021,8:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.5,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/25/2021,8:30:00,Composite,Water,,Secchi Depth - 00069,1.52,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/25/2021,8:30:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,06/25/2021,8:30:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",25.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.9,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Grab,Water,4.0,Dissolved Oxygen - 00300,0.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Composite,Water,,Secchi Depth - 00069,1.45,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Grab,Water,0.1,Temperature - 00011,23.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Grab,Water,1.0,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/03/2021,9:30:00,Grab,Water,4.0,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Tim Lehnert, Nadya Lehnert",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,Alkalinity - 00410,46.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",42.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.15,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,Dissolved Oxygen - 00300,0.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,0.5,Enterococci - 31639,58.0,MPN/100,,4.0,MPN/100,4.0,MPN/100,URIWW,,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.007,mg/L,U,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,"Nitrate + Nitrite, Dissolved - 00631",0.007,mg/L,U,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.089,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,"Nitrogen, Ammonia Dissolved as N - 00608",2.152,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.604,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,"Nitrogen, Total (unfiltered) - 00600",2.183,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,pH - 00400,7.5,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,pH - 00400,7.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,"Phosphorus, Dissolved - 00666",12.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",33.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,"Phosphorus, Total - 00665",74.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,1.21,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/10/2021,10:00:00,Grab,Water,4.0,Temperature - 00011,19.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Holly Ewald, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",40.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.0,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,1.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Grab,Water,4.0,Dissolved Oxygen - 00300,5.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Composite,Water,,Secchi Depth - 00069,1.07,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Grab,Water,0.1,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Grab,Water,1.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,07/24/2021,10:30:00,Grab,Water,4.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,"Tim Lehnert, Holly Ewald",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,08/01/2021,9:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.5,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,08/01/2021,9:30:00,Composite,Water,,Secchi Depth - 00069,0.81,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,08/01/2021,9:30:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,08/01/2021,9:30:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,08/01/2021,9:30:00,Grab,Water,4.0,Temperature - 00011,19.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Tim Lehnert,,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
WW025,08/07/2021,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",28.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,"Laura Maxwell, Barbara Morin",,Pawtuxet River,,,,,,,,,,,,,,,,,,,,,,
