Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25
WW025,7/11/2020,11:30:00,Grab,Water,4.0,"Nitrate + Nitrite, Dissolved - 00631",0.056,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,4.0,"Nitrogen, Ammonia Dissolved as N - 00608",1.391,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.592,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,4.0,"Nitrogen, Total (unfiltered) - 00600",2.391,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,1.0,pH - 00400,8.5,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,4.0,pH - 00400,7.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",3.0,ug/l,U,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,4.0,"Phosphorus, Dissolved - 00666",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,1.0,"Phosphorus, Total - 00665",25.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,4.0,"Phosphorus, Total - 00665",80.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Composite,Water,,Secchi Depth - 00069,1.24,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,0.1,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,1.0,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/11/2020,11:30:00,Grab,Water,4.0,Temperature - 00011,22.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/18/2020,12:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.4,m,,0.1,m,0.1,m,,,,,,,Blue green algae clots in the water and a thin layer of green algae on the surface.,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/18/2020,13:45:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.7,m,,0.1,m,0.1,m,,,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,13:45:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,13:45:00,Grab,Water,3.0,Dissolved Oxygen - 00300,1.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,12:00:00,Composite,Water,,Secchi Depth - 00069,1.04,m,,0.1,m,0.1,m,,,,,,,Blue green algae clots in the water and a thin layer of green algae on the surface.,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/18/2020,13:45:00,Composite,Water,,Secchi Depth - 00069,0.76,m,,0.1,m,0.1,m,,,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,12:00:00,Grab,Water,0.1,Temperature - 00011,28.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Blue green algae clots in the water and a thin layer of green algae on the surface.,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/18/2020,13:45:00,Grab,Water,0.1,Temperature - 00011,29.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,16:00:00,Grab,Water,1.0,Temperature - 00011,25.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Blue green algae clots in the water and a thin layer of green algae on the surface.,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/18/2020,13:45:00,Grab,Water,1.0,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,13:45:00,Grab,Water,3.0,Temperature - 00011,24.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Algae visible, particularly at the sides of the pond. Water very cloudy.",Mashapaug Pond,Pawtuxet River,PA,Tim & Nadya Lehnert,
WW025,7/18/2020,12:00:00,Grab,Water,4.0,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Blue green algae clots in the water and a thin layer of green algae on the surface.,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,7/25/2020,12:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",40.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.7,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Grab,Water,3.0,Dissolved Oxygen - 00300,1.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Composite,Water,,Secchi Depth - 00069,0.76,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Grab,Water,0.1,Temperature - 00011,29.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Grab,Water,1.0,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,7/25/2020,12:30:00,Grab,Water,3.0,Temperature - 00011,24.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert,
WW025,8/1/2020,11:45:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.95,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald,
WW025,8/1/2020,11:45:00,Composite,Water,,Secchi Depth - 00069,0.94,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald,
WW025,8/1/2020,11:45:00,Grab,Water,0.1,Temperature - 00011,30.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald,
WW025,8/1/2020,11:45:00,Grab,Water,1.0,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald,
WW025,8/1/2020,11:45:00,Grab,Water,4.0,Temperature - 00011,21.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald,
WW025,8/8/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",39.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.85,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,5.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Grab,Water,4.0,Dissolved Oxygen - 00300,1.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,0.89,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/8/2020,10:00:00,Grab,Water,4.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Lehnert/Ewald,
WW025,8/15/2020,12:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.55,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/15/2020,12:00:00,Composite,Water,,Secchi Depth - 00069,0.8,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/15/2020,12:00:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/15/2020,12:00:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/15/2020,12:00:00,Grab,Water,4.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/22/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",43.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/22/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.7,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/22/2020,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/22/2020,10:30:00,Grab,Water,4.0,Dissolved Oxygen - 00300,1.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/22/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,0.8,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/22/2020,10:30:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/22/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/22/2020,10:30:00,Grab,Water,4.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Eward/Morin,
WW025,8/30/2020,13:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.45,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/30/2020,13:00:00,Composite,Water,,Secchi Depth - 00069,1.0,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/30/2020,13:00:00,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/30/2020,13:00:00,Grab,Water,1.0,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,8/30/2020,13:00:00,Grab,Water,4.0,Temperature - 00011,22.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/5/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",27.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/5/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.75,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/5/2020,11:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,5.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/5/2020,11:00:00,Grab,Water,4.0,Dissolved Oxygen - 00300,2.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/5/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,1.16,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/5/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/5/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/5/2020,11:00:00,Grab,Water,4.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Tim Lehnert and Holly Ewald,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,Alkalinity - 00410,27.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",34.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.85,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,Dissolved Oxygen - 00300,2.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,0.5,Enterococci - 31639,22.6,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.119,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,"Nitrate + Nitrite, Dissolved - 00631",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.182,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,"Nitrogen, Ammonia Dissolved as N - 00608",1.341,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.957,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,"Nitrogen, Total (unfiltered) - 00600",2.209,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,pH - 00400,7.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,pH - 00400,7.5,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,"Phosphorus, Dissolved - 00666",16.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",31.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,"Phosphorus, Total - 00665",47.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Composite,Water,,Secchi Depth - 00069,0.84,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/12/2020,9:00:00,Grab,Water,4.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,HE & BM,
WW025,9/19/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.45,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/19/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,0.8,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/19/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/19/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,19.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/19/2020,11:00:00,Grab,Water,4.0,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Laura Maxwell,
WW025,9/26/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",78.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,9/26/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.8,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,9/26/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,10.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,9/26/2020,10:00:00,Grab,Water,4.0,Dissolved Oxygen - 00300,6.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,9/26/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,0.67,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,9/26/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
WW025,9/26/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Pawtuxet River,PA,Holly Ewald and Barbara Morin,
