Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,Watershed,Watershed Code
WW025,8/24/2019,11:00:00 AM,Grab,Water,1,Temperature - 00011,25.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Suzannah Rutherford,,Pawtuxet River,PA
WW025,8/24/2019,11:00:00 AM,Grab,Water,4,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Suzannah Rutherford,,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",48.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.6,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Grab,Water,4,Dissolved Oxygen - 00300,0.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,0.9,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Grab,Water,1,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,8/30/2019,11:00:00 AM,Grab,Water,4,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Tim Lehnere,Holly E,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",54.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.6,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,8.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Grab,Water,4,Dissolved Oxygen - 00300,5.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,1.05,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,22.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Grab,Water,1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/15/2019,12:00:00 PM,Grab,Water,4,Temperature - 00011,20.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Suzannah Rutherford,Betty Haase,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,Alkalinity - 00410,63.79,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",55.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,0.5,Enterococci - 31639,0.4,MPN/100,U,4.0,MPN/100,4.0,MPN/100,URIWW,,,,,,Run on 9/22/19 after being left out overnight,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Duplicate,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",1.105,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",1.005,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Duplicate,Water,1,"Nitrogen, Total (unfiltered) - 00600",1.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Replicate,Water,1,pH - 00400,7.89,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,pH - 00400,8.01,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Duplicate,Water,1,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Phosphorus, Dissolved - 00666",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Phosphorus, Total - 00665",60.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Grab,Water,1,"Phosphorus, Total - 00665",47.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/21/2019,,Duplicate,Water,1,"Phosphorus, Total - 00665",47.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,,,Pawtuxet River,PA
WW025,9/30/2019,1:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.4,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Maxwell,,Pawtuxet River,PA
WW025,9/30/2019,1:00:00 PM,Composite,Water,,Secchi Depth - 00069,0.86,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Maxwell,,Pawtuxet River,PA
WW025,9/30/2019,1:00:00 PM,Grab,Water,0.1,Temperature - 00011,21.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Maxwell,,Pawtuxet River,PA
WW025,9/30/2019,1:00:00 PM,Grab,Water,1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Maxwell,,Pawtuxet River,PA
WW025,9/30/2019,1:00:00 PM,Grab,Water,4,Temperature - 00011,19.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Maxwell,,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",51.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Grab,Water,3,Dissolved Oxygen - 00300,7.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,0.81,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/4/2019,10:00:00 AM,Grab,Water,3,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,TL,BHM,Pawtuxet River,PA
WW025,10/12/2019,11:25:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.7,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,L. MAXWELL,,Pawtuxet River,PA
WW025,10/12/2019,11:25:00 AM,Composite,Water,,Secchi Depth - 00069,0.94,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,L. MAXWELL,,Pawtuxet River,PA
WW025,10/12/2019,11:25:00 AM,Grab,Water,0.1,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,L. MAXWELL,,Pawtuxet River,PA
WW025,10/12/2019,11:25:00 AM,Grab,Water,1,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,L. MAXWELL,,Pawtuxet River,PA
WW025,10/12/2019,11:25:00 AM,Grab,Water,4,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,L. MAXWELL,,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,1,Alkalinity - 00410,59.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,1,Chloride - 00940,98.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,4,Chloride - 00940,97.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",69.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,11:00:00 AM,Grab,Water,0.5,Enterococci - 31639,25.2,MPN/100,,4.0,MPN/100,4.0,MPN/100,URIWW,,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,11:10:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,11:20:00 AM,Grab,Water,4,"Nitrate + Nitrite, Dissolved - 00631",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,11:30:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.165,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,11:40:00 AM,Grab,Water,4,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,11:50:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",1.41,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,12:00:00 PM,Grab,Water,4,"Nitrogen, Total (unfiltered) - 00600",1.215,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,12:10:00 PM,Grab,Water,1,pH - 00400,7.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,12:20:00 PM,Grab,Water,4,pH - 00400,7.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,12:30:00 PM,Grab,Water,1,"Phosphorus, Dissolved - 00666",9.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,12:40:00 PM,Grab,Water,4,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,12:50:00 PM,Grab,Water,1,"Phosphorus, Total - 00665",61.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,1:00:00 PM,Grab,Water,4,"Phosphorus, Total - 00665",60.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Composite,Water,,Secchi Depth - 00069,0.78,m,,0.1,m,0.1,m,,,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,0.1,Temperature - 00011,13.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,1,Temperature - 00011,13.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW025,10/19/2019,10:50:00 AM,Grab,Water,4,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  NOT TIDAL,Mashapaug Pond,Maxwell,EWALD,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,Alkalinity - 00410,40.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,Chloride - 00940,160.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,Chloride - 00940,100.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.05,m,,0.1,m,0.1,m,,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,9.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,Dissolved Oxygen - 00300,2.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,0.5,Enterococci - 31639,7.4,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.15,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,"Nitrate + Nitrite, Dissolved - 00631",0.175,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.11,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.34,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.62,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,"Nitrogen, Total (unfiltered) - 00600",1.375,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,pH - 00400,7.9,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,pH - 00400,7.1,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,"Phosphorus, Dissolved - 00666",10.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,"Phosphorus, Total - 00665",26.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,"Phosphorus, Total - 00665",55.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Composite,Water,,Secchi Depth - 00069,1.72,m,,0.1,m,0.1,m,,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,6/5/2019,12:30:00 PM,Grab,Water,3,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,1,Alkalinity - 00410,40.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,0.5,Enterococci - 31639,0.4,MPN/100,U,4.0,MPN/100,4.0,MPN/100,URIWW,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,3,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.59,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",1.09,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
WW049,7/20/2019,,Grab,Water,3,"Nitrogen, Total (unfiltered) - 00600",1.425,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Spectacle Pond,NWF,,Pawtuxet River,PA
