Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW318,6/20/2015,6:45:00 AM,Grab,Water,0.5,Temperature - 00011,,C,N,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Thermometer Broken,GrBay #6 - Ponaug Marina
WW318,6/27/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",15.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,6/27/2015,7:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,4.25,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,6/27/2015,7:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",26,ppt,,0.4,ppt,0.4,ppt,URIWW,,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,6/27/2015,7:00:00 AM,Grab,Water,0.5,Temperature - 00011,21.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,7/5/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",22.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,7/5/2015,7:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,4.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,7/5/2015,7:15:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",27,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,7/5/2015,7:15:00 AM,Grab,Water,0.5,Temperature - 00011,22.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,7/11/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",20,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,7/11/2015,7:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,3.55,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,7/11/2015,7:15:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",22,ppt,,0.4,ppt,0.4,ppt,URIWW,,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,7/11/2015,7:15:00 AM,Grab,Water,0.5,Temperature - 00011,22.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",36.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,7/18/2015,7:45:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,4.55,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water ,0.5,Enterococci - 31639,179,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.675,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Replicate,Water,0.5,pH - 00400,7.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water,0.5,pH - 00400,7.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",61,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",91,ug/l,,4,ug/l,4,ug/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,7/18/2015,7:45:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",25.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,7/18/2015,7:45:00 AM,Grab,Water,0.5,Temperature - 00011,24.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,7/26/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",28.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,7/26/2015,7:30:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,4.25,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,7/26/2015,7:30:00 AM,Grab,Water,0.5,Temperature - 00011,23.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,8/2/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",116.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,8/2/2015,7:30:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,3.35,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,8/2/2015,7:30:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",26,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,8/2/2015,7:30:00 AM,Grab,Water,0.5,Temperature - 00011,25.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",23.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,8/8/2015,7:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,2.45,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water ,0.5,Enterococci - 31639,99,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.105,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.085,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.73,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water,0.5,pH - 00400,7.2,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",70,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",92,ug/l,,4,ug/l,4,ug/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,8/8/2015,7:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",24.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Ebb Tide,GrBay #6 - Ponaug Marina
WW318,8/8/2015,7:00:00 AM,Grab,Water,0.5,Temperature - 00011,23.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,8/20/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",29.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,8/20/2015,7:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,2.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,8/20/2015,7:15:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",22.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,8/20/2015,7:15:00 AM,Grab,Water,0.5,Temperature - 00011,26.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,8/29/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",27.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,8/29/2015,6:30:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,1.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,8/29/2015,6:30:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",18,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,8/29/2015,6:30:00 AM,Grab,Water,0.5,Temperature - 00011,23.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,9/5/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",22.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,9/5/2015,7:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,1.75,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Low Tide,GrBay #6 - Ponaug Marina
WW318,9/5/2015,7:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",22.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Low Tide,GrBay #6 - Ponaug Marina
WW318,9/5/2015,7:00:00 AM,Grab,Water,0.5,Temperature - 00011,23.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,9/13/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,9/13/2015,7:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,2.55,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,9/13/2015,7:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",26,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,9/13/2015,7:00:00 AM,Grab,Water,0.5,Temperature - 00011,23.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,9/22/2015,4:15:00 PM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,High Tide,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water ,0.5,Enterococci - 31639,20,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Duplicate,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.115,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.73,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water,0.4,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",49,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Duplicate,Water ,0.5,"Phosphorus, Dissolved - 00666",50,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",45,ug/l,,4,ug/l,4,ug/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,9/22/2015,4:15:00 PM,Grab,Water,0.5,"Salinity, (ppt) - 00480",30,ppt,,0.4,ppt,0.4,ppt,URIWW,,High Tide,GrBay #6 - Ponaug Marina
WW318,9/22/2015,4:15:00 PM,Grab,Water,0.5,Temperature - 00011,22.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,9/27/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",15,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,9/27/2015,7:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,4.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,High Tide,GrBay #6 - Ponaug Marina
WW318,9/27/2015,7:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",23,ppt,,0.4,ppt,0.4,ppt,URIWW,,High Tide,GrBay #6 - Ponaug Marina
WW318,9/27/2015,7:00:00 AM,Grab,Water,0.5,Temperature - 00011,18.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,10/3/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,10/3/2015,7:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,3.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,10/3/2015,7:15:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",21.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,10/3/2015,7:15:00 AM,Grab,Water,0.5,Temperature - 00011,16.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,10/11/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",35.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,10/11/2015,7:30:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,5.05,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,High Tide,GrBay #6 - Ponaug Marina
WW318,10/11/2015,7:30:00 AM,Grab,Water,0.5,Temperature - 00011,15.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",38.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,GrBay #6 - Ponaug Marina
WW318,10/17/2015,7:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,5.65,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood Tide,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Replicate,Water,0.5,Enterococci - 31639,31,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,Enterococci - 31639,42,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.09,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.91,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Replicate,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",42,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",125,ug/l,,4,ug/l,4,ug/l,URIWW,,,GrBay #6 - Ponaug Marina
WW318,10/17/2015,7:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",32.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood Tide,GrBay #6 - Ponaug Marina
WW318,10/17/2015,7:00:00 AM,Grab,Water,0.5,Temperature - 00011,14.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,GrBay #6 - Ponaug Marina
WW31,5/9/2015,,Grab,Water ,0.5,Chloride - 00940,25,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Pawcatuck R - Bradford
WW31,5/9/2015,8:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,7.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water ,0.5,Enterococci - 31639,5.3,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.265,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.53,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water,0.5,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",17,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Pawcatuck R - Bradford
WW31,5/9/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",32,ug/l,,4,ug/l,4,ug/l,URIWW,,,Pawcatuck R - Bradford
WW31,5/9/2015,8:15:00 AM,Grab,Water,0.5,Temperature - 00011,18.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Pawcatuck R - Bradford
WW31,5/23/2015,7:45:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,7.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Pawcatuck R - Bradford
WW31,5/23/2015,7:45:00 AM,Grab,Water,0.5,Temperature - 00011,16.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Pawcatuck R - Bradford
WW31,6/6/2015,8:10:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,7.2,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Pawcatuck R - Bradford
WW31,6/6/2015,8:10:00 AM,Grab,Water,0.5,Temperature - 00011,17.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Pawcatuck R - Bradford
WW31,6/19/2015,8:26:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water ,0.5,Enterococci - 31639,29.2,MPN/100ml,,2,MPN/100ml,2,MPN/100ml,URIWW,,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.365,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.705,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water,0.5,pH - 00400,6.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",22,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Pawcatuck R - Bradford
WW31,6/19/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",33,ug/l,,4,ug/l,4,ug/l,URIWW,,,Pawcatuck R - Bradford
WW31,6/19/2015,8:26:00 AM,Grab,Water,0.5,Temperature - 00011,20.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Pawcatuck R - Bradford
WW31,7/18/2015,8:10:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Pawcatuck R - Bradford
WW31,7/18/2015,,Grab,Water ,0.5,Enterococci - 31639,51.8,MPN/100ml,,2,MPN/100ml,2,MPN/100ml,URIWW,,,Pawcatuck R - Bradford
WW31,7/18/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.44,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Pawcatuck R - Bradford
WW31,7/18/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",,mg/l,N,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,lab error?,Pawcatuck R - Bradford
WW31,7/18/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.775,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Pawcatuck R - Bradford
WW31,7/18/2015,,Grab,Water,0.5,pH - 00400,6.4,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Pawcatuck R - Bradford
