Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location,Unnamed: 18
WW145,9/27/2013, 8:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.8,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/27/2013, 8:30:00 AM,Grab,Water,0.1,Temperature - 00011,17.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/27/2013, 8:30:00 AM,Grab,Water,1.0,Temperature - 00011,18.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/27/2013, 8:30:00 AM,Grab,Water,5.7,Temperature - 00011,18.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/14/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",15.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Grab,Water,6.0,Dissolved Oxygen - 00300,7.35,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,7.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.7,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Grab,Water,6.0,Temperature - 00011,16.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,17.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/14/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,17.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,Alkalinity - 00410,6.8,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,Chloride - 00940,26.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,6.0,Chloride - 00940,27.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.3,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Grab,Water,5.8,Dissolved Oxygen - 00300,8.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100ml,,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,5.8,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,5.8,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.37,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,5.8,"Nitrogen, Total (unfiltered) - 00600",0.47,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,5.8,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,5.8,"Phosphorus, Dissolved - 00666",7.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,5.8,"Phosphorus, Total - 00665",12.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,10/26/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",24.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,1.78,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,13.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,13.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/26/2013, 10:30:00 AM,Grab,Water,5.8,Temperature - 00011,13.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/30/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,10/30/2013, 10:30:00 AM,Grab,Water,5.8,Dissolved Oxygen - 00300,7.25,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,10/30/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.78,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,10/30/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,10/30/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW199,5/17/2013,,Grab,Water,1.0,Alkalinity - 00410,75.0,mg/l,Z,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,Limit exceeded; No alk reading,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,Chloride - 00940,202.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",253.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,5/17/2013, 2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.25,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,5/17/2013,,Grab,Water,0.5,Enterococci - 31639,33.2,MPN/100ml,,4.0,MPN/100ml,4.0,MPN/100ml,URIWW,,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.005,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",3.045,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,pH - 00400,9.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",19.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Almy Pond,
WW199,5/17/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",250.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Almy Pond,
WW199,5/17/2013, 2:00:00 PM,Composite,Water,,Secchi Depth - 00069,0.19,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,5/17/2013, 2:00:00 PM,Grab,Water,0.1,Temperature - 00011,18.9,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,5/17/2013, 2:00:00 PM,Grab,Water,1.0,Temperature - 00011,18.9,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,6/6/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",91.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,6/6/2013, 2:15:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.3,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,6/6/2013, 2:15:00 PM,Composite,Water,,Secchi Depth - 00069,0.19,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,6/6/2013, 2:15:00 PM,Grab,Water,0.5,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,6/6/2013, 2:15:00 PM,Grab,Water,0.1,Temperature - 00011,23.2,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,6/20/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",83.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,6/20/2013, 1:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.35,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,6/20/2013, 1:00:00 PM,Composite,Water,,Secchi Depth - 00069,0.28,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,6/20/2013, 1:00:00 PM,Grab,Water,0.5,Temperature - 00011,23.6,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,6/20/2013, 1:00:00 PM,Grab,Water,0.1,Temperature - 00011,23.7,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,7/9/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",131.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,7/9/2013, 9:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.25,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,7/9/2013, 9:30:00 AM,Composite,Water,,Secchi Depth - 00069,0.24,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,7/9/2013, 9:30:00 AM,Grab,Water,0.5,Temperature - 00011,27.7,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,7/9/2013, 9:30:00 AM,Grab,Water,0.1,Temperature - 00011,28.3,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,Alkalinity - 00410,66.4,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",146.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,7/24/2013, 1:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.3,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,Enterococci - 31639,21.2,MPN/100ml,,4.0,MPN/100ml,4.0,MPN/100ml,URIWW,,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",3.125,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,pH - 00400,8.1,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",32.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Almy Pond,
WW199,7/24/2013,,Grab,Water,0.5,"Phosphorus, Total - 00665",259.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Almy Pond,
WW199,7/24/2013, 1:30:00 PM,Composite,Water,,Secchi Depth - 00069,0.28,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,7/24/2013, 1:30:00 PM,Grab,Water,0.5,Temperature - 00011,28.9,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,7/24/2013, 1:30:00 PM,Grab,Water,0.1,Temperature - 00011,30.1,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,8/15/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",93.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,8/15/2013, 11:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.15,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,8/15/2013, 11:45:00 AM,Composite,Water,,Secchi Depth - 00069,0.19,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,8/15/2013, 11:45:00 AM,Grab,Water,0.5,Temperature - 00011,22.8,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,8/15/2013, 11:45:00 AM,Grab,Water,0.1,Temperature - 00011,23.8,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,9/4/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",77.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,9/4/2013, 2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.25,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,9/4/2013, 2:00:00 PM,Composite,Water,,Secchi Depth - 00069,0.21,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,9/4/2013, 2:00:00 PM,Grab,Water,1.0,Temperature - 00011,24.6,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,9/4/2013, 2:00:00 PM,Grab,Water,0.1,Temperature - 00011,24.7,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,9/19/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",57.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,9/19/2013, 2:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.15,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,9/19/2013, 2:30:00 PM,Composite,Water,,Secchi Depth - 00069,0.21,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,9/19/2013, 2:30:00 PM,Grab,Water,0.1,Temperature - 00011,19.4,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,9/19/2013, 2:30:00 PM,Grab,Water,0.5,Temperature - 00011,19.6,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,10/4/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",78.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,10/4/2013, 2:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.1,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,10/4/2013, 2:30:00 PM,Composite,Water,,Secchi Depth - 00069,0.2,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,10/4/2013, 2:30:00 PM,Grab,Water,0.5,Temperature - 00011,21.1,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,10/4/2013, 2:30:00 PM,Grab,Water,0.1,Temperature - 00011,21.3,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,Alkalinity - 00410,75.0,mg/l,Z,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,Limit exceeded; No alk reading,Almy Pond,
WW199,10/22/2013,,Grab,Water,1.0,Chloride - 00940,65.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",75.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Almy Pond,
WW199,10/22/2013, 1:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.15,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,Enterococci - 31639,64.0,MPN/100ml,,10.0,MPN/100ml,10.0,MPN/100ml,URIWW,,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",3.32,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,pH - 00400,8.9,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",38.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Almy Pond,
WW199,10/22/2013,,Grab,Water,0.5,"Phosphorus, Total - 00665",222.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Almy Pond,
WW199,10/22/2013, 1:30:00 PM,Composite,Water,,Secchi Depth - 00069,0.23,m,,0.1,m,0.1,m,,,,Almy Pond,
WW199,10/22/2013, 1:30:00 PM,Grab,Water,0.1,Temperature - 00011,16.3,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
WW199,10/22/2013, 1:30:00 PM,Grab,Water,0.5,Temperature - 00011,16.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Almy Pond,
